,Postcode Code,Postcode Name,Local Government Area,PHU,LHD,state_name
0,2000,Haymarket,Sydney,Randwick,South Eastern Sydney,New South Wales
1,2000,Millers Point,Sydney,Randwick,South Eastern Sydney,New South Wales
2,2000,Sydney South,Sydney,Randwick,South Eastern Sydney,New South Wales
3,2000,Parliament House,Sydney,Randwick,South Eastern Sydney,New South Wales
4,2000,Dawes Point,Sydney,Randwick,South Eastern Sydney,New South Wales
5,2000,Sydney,Sydney,Randwick,South Eastern Sydney,New South Wales
6,2000,Barangaroo,Sydney,Randwick,South Eastern Sydney,New South Wales
7,2000,The Rocks,Sydney,Randwick,South Eastern Sydney,New South Wales
8,2007,Broadway,Sydney,Camperdown,Sydney,New South Wales
9,2007,Ultimo,Sydney,Camperdown,Sydney,New South Wales
10,2008,Chippendale,Sydney,Camperdown,Sydney,New South Wales
11,2008,Darlington,Sydney,Camperdown,Sydney,New South Wales
12,2009,Pyrmont,Sydney,Camperdown,Sydney,New South Wales
13,2010,Darlinghurst,Sydney,Randwick,South Eastern Sydney,New South Wales
14,2010,Surry Hills,Sydney,Randwick,South Eastern Sydney,New South Wales
15,2011,Woolloomooloo,Sydney,Randwick,South Eastern Sydney,New South Wales
16,2011,Kings Cross,Sydney,Randwick,South Eastern Sydney,New South Wales
17,2011,Rushcutters Bay,Sydney,Randwick,South Eastern Sydney,New South Wales
18,2011,Elizabeth Bay,Sydney,Randwick,South Eastern Sydney,New South Wales
19,2011,Potts Point,Sydney,Randwick,South Eastern Sydney,New South Wales
20,2015,Eveleigh,Sydney,Camperdown,Sydney,New South Wales
21,2015,Alexandria,Sydney,Camperdown,Sydney,New South Wales
22,2015,Beaconsfield,Sydney,Camperdown,Sydney,New South Wales
23,2016,Redfern,Sydney,Camperdown,Sydney,New South Wales
24,2017,Zetland,Sydney,Camperdown,Sydney,New South Wales
25,2017,Waterloo,Sydney,Camperdown,Sydney,New South Wales
26,2018,Rosebery,Bayside,Randwick,South Eastern Sydney,New South Wales
27,2018,Eastlakes,Bayside,Randwick,South Eastern Sydney,New South Wales
28,2019,Botany,Bayside,Randwick,South Eastern Sydney,New South Wales
29,2019,Banksmeadow,Bayside,Randwick,South Eastern Sydney,New South Wales
30,2020,Sydney International Airport,Bayside,Randwick,South Eastern Sydney,New South Wales
31,2020,Mascot,Bayside,Randwick,South Eastern Sydney,New South Wales
32,2020,Sydney Domestic Airport,Bayside,Randwick,South Eastern Sydney,New South Wales
33,2021,Paddington,Sydney,Randwick,South Eastern Sydney,New South Wales
34,2021,Moore Park,Sydney,Randwick,South Eastern Sydney,New South Wales
35,2021,Centennial Park,Sydney,Randwick,South Eastern Sydney,New South Wales
36,2022,Bondi Junction,Waverley,Randwick,South Eastern Sydney,New South Wales
37,2022,Queens Park,Waverley,Randwick,South Eastern Sydney,New South Wales
38,2023,Bellevue Hill,Woollahra,Randwick,South Eastern Sydney,New South Wales
39,2024,Bronte,Waverley,Randwick,South Eastern Sydney,New South Wales
40,2024,Waverley,Waverley,Randwick,South Eastern Sydney,New South Wales
41,2025,Woollahra,Woollahra,Randwick,South Eastern Sydney,New South Wales
42,2026,Tamarama,Waverley,Randwick,South Eastern Sydney,New South Wales
43,2026,Bondi Beach,Waverley,Randwick,South Eastern Sydney,New South Wales
44,2026,Bondi,Waverley,Randwick,South Eastern Sydney,New South Wales
45,2026,North Bondi,Waverley,Randwick,South Eastern Sydney,New South Wales
46,2026,Ben Buckler,Waverley,Randwick,South Eastern Sydney,New South Wales
47,2027,Darling Point,Woollahra,Randwick,South Eastern Sydney,New South Wales
48,2027,Hmas Rushcutters,Woollahra,Randwick,South Eastern Sydney,New South Wales
49,2027,Point Piper,Woollahra,Randwick,South Eastern Sydney,New South Wales
50,2027,Edgecliff,Woollahra,Randwick,South Eastern Sydney,New South Wales
51,2028,Double Bay,Woollahra,Randwick,South Eastern Sydney,New South Wales
52,2029,Rose Bay,Woollahra,Randwick,South Eastern Sydney,New South Wales
53,2030,Dover Heights,Woollahra,Randwick,South Eastern Sydney,New South Wales
54,2030,Watsons Bay,Woollahra,Randwick,South Eastern Sydney,New South Wales
55,2030,Hmas Watson,Woollahra,Randwick,South Eastern Sydney,New South Wales
56,2030,Rose Bay North,Woollahra,Randwick,South Eastern Sydney,New South Wales
57,2030,Vaucluse,Woollahra,Randwick,South Eastern Sydney,New South Wales
58,2031,Clovelly,Randwick,Randwick,South Eastern Sydney,New South Wales
59,2031,Randwick,Randwick,Randwick,South Eastern Sydney,New South Wales
60,2031,St Pauls,Randwick,Randwick,South Eastern Sydney,New South Wales
61,2031,Clovelly West,Randwick,Randwick,South Eastern Sydney,New South Wales
62,2032,Daceyville,Bayside,Randwick,South Eastern Sydney,New South Wales
63,2032,Kingsford,Bayside,Randwick,South Eastern Sydney,New South Wales
64,2033,Kensington,Randwick,Randwick,South Eastern Sydney,New South Wales
65,2034,South Coogee,Randwick,Randwick,South Eastern Sydney,New South Wales
66,2034,Coogee,Randwick,Randwick,South Eastern Sydney,New South Wales
67,2035,Pagewood,Randwick,Randwick,South Eastern Sydney,New South Wales
68,2035,Maroubra,Randwick,Randwick,South Eastern Sydney,New South Wales
69,2035,Maroubra South,Randwick,Randwick,South Eastern Sydney,New South Wales
70,2036,Hillsdale,Randwick,Randwick,South Eastern Sydney,New South Wales
71,2036,Port Botany,Randwick,Randwick,South Eastern Sydney,New South Wales
72,2036,Eastgardens,Randwick,Randwick,South Eastern Sydney,New South Wales
73,2036,Little Bay,Randwick,Randwick,South Eastern Sydney,New South Wales
74,2036,Malabar,Randwick,Randwick,South Eastern Sydney,New South Wales
75,2036,Chifley,Randwick,Randwick,South Eastern Sydney,New South Wales
76,2036,La Perouse,Randwick,Randwick,South Eastern Sydney,New South Wales
77,2036,Matraville,Randwick,Randwick,South Eastern Sydney,New South Wales
78,2036,Phillip Bay,Randwick,Randwick,South Eastern Sydney,New South Wales
79,2037,Glebe,Sydney,Camperdown,Sydney,New South Wales
80,2037,Forest Lodge,Sydney,Camperdown,Sydney,New South Wales
81,2038,Annandale,Inner West,Camperdown,Sydney,New South Wales
82,2039,Rozelle,Inner West,Camperdown,Sydney,New South Wales
83,2040,Lilyfield,Inner West,Camperdown,Sydney,New South Wales
84,2040,Leichhardt,Inner West,Camperdown,Sydney,New South Wales
85,2041,Balmain,Inner West,Camperdown,Sydney,New South Wales
86,2041,Balmain East,Inner West,Camperdown,Sydney,New South Wales
87,2041,Birchgrove,Inner West,Camperdown,Sydney,New South Wales
88,2042,Newtown,Inner West,Camperdown,Sydney,New South Wales
89,2042,Enmore,Inner West,Camperdown,Sydney,New South Wales
90,2043,Erskineville,Sydney,Camperdown,Sydney,New South Wales
91,2044,Tempe,Inner West,Camperdown,Sydney,New South Wales
92,2044,St Peters,Inner West,Camperdown,Sydney,New South Wales
93,2044,Sydenham,Inner West,Camperdown,Sydney,New South Wales
94,2045,Haberfield,Inner West,Camperdown,Sydney,New South Wales
95,2046,Wareemba,Canada Bay,Camperdown,Sydney,New South Wales
96,2046,Five Dock,Canada Bay,Camperdown,Sydney,New South Wales
97,2046,Chiswick,Canada Bay,Camperdown,Sydney,New South Wales
98,2046,Abbotsford,Canada Bay,Camperdown,Sydney,New South Wales
99,2046,Canada Bay,Canada Bay,Camperdown,Sydney,New South Wales
100,2046,Rodd Point,Canada Bay,Camperdown,Sydney,New South Wales
101,2046,Russell Lea,Canada Bay,Camperdown,Sydney,New South Wales
102,2047,Drummoyne,Canada Bay,Camperdown,Sydney,New South Wales
103,2048,Stanmore,Inner West,Camperdown,Sydney,New South Wales
104,2048,Westgate,Inner West,Camperdown,Sydney,New South Wales
105,2049,Lewisham,Inner West,Camperdown,Sydney,New South Wales
106,2049,Petersham North,Inner West,Camperdown,Sydney,New South Wales
107,2049,Petersham,Inner West,Camperdown,Sydney,New South Wales
108,2050,Missenden Road,Sydney,Camperdown,Sydney,New South Wales
109,2050,Camperdown,Sydney,Camperdown,Sydney,New South Wales
110,2060,North Sydney,North Sydney,Hornsby,Northern Sydney,New South Wales
111,2060,North Sydney Shoppingworld,North Sydney,Hornsby,Northern Sydney,New South Wales
112,2060,Hmas Waterhen,North Sydney,Hornsby,Northern Sydney,New South Wales
113,2060,Mcmahons Point,North Sydney,Hornsby,Northern Sydney,New South Wales
114,2060,Waverton,North Sydney,Hornsby,Northern Sydney,New South Wales
115,2060,Hmas Platypus,North Sydney,Hornsby,Northern Sydney,New South Wales
116,2060,Lavender Bay,North Sydney,Hornsby,Northern Sydney,New South Wales
117,2061,Kirribilli,North Sydney,Hornsby,Northern Sydney,New South Wales
118,2061,Milsons Point,North Sydney,Hornsby,Northern Sydney,New South Wales
119,2062,Cammeray,North Sydney,Hornsby,Northern Sydney,New South Wales
120,2063,Northbridge,Willoughby,Hornsby,Northern Sydney,New South Wales
121,2064,Artarmon,Willoughby,Hornsby,Northern Sydney,New South Wales
122,2065,Gore Hill,Lane Cove,Hornsby,Northern Sydney,New South Wales
123,2065,Greenwich,Lane Cove,Hornsby,Northern Sydney,New South Wales
124,2065,Royal North Shore Hospital,Lane Cove,Hornsby,Northern Sydney,New South Wales
125,2065,Crows Nest,Lane Cove,Hornsby,Northern Sydney,New South Wales
126,2065,St Leonards,Lane Cove,Hornsby,Northern Sydney,New South Wales
127,2065,Wollstonecraft,Lane Cove,Hornsby,Northern Sydney,New South Wales
128,2065,Naremburn,Lane Cove,Hornsby,Northern Sydney,New South Wales
129,2066,Lane Cove,Lane Cove,Hornsby,Northern Sydney,New South Wales
130,2066,Lane Cove West,Lane Cove,Hornsby,Northern Sydney,New South Wales
131,2066,Northwood,Lane Cove,Hornsby,Northern Sydney,New South Wales
132,2066,Lane Cove North,Lane Cove,Hornsby,Northern Sydney,New South Wales
133,2066,Longueville,Lane Cove,Hornsby,Northern Sydney,New South Wales
134,2066,Riverview,Lane Cove,Hornsby,Northern Sydney,New South Wales
135,2066,Linley Point,Lane Cove,Hornsby,Northern Sydney,New South Wales
136,2067,Chatswood West,Willoughby,Hornsby,Northern Sydney,New South Wales
137,2067,Chatswood,Willoughby,Hornsby,Northern Sydney,New South Wales
138,2068,Willoughby East,Willoughby,Hornsby,Northern Sydney,New South Wales
139,2068,Willoughby North,Willoughby,Hornsby,Northern Sydney,New South Wales
140,2068,Castlecrag,Willoughby,Hornsby,Northern Sydney,New South Wales
141,2068,Willoughby,Willoughby,Hornsby,Northern Sydney,New South Wales
142,2068,North Willoughby,Willoughby,Hornsby,Northern Sydney,New South Wales
143,2068,Middle Cove,Willoughby,Hornsby,Northern Sydney,New South Wales
144,2069,Castle Cove,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
145,2069,Roseville,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
146,2069,Roseville Chase,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
147,2070,Lindfield,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
148,2070,Lindfield West,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
149,2070,East Lindfield,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
150,2071,Killara,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
151,2071,East Killara,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
152,2072,Gordon,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
153,2073,West Pymble,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
154,2073,Pymble,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
155,2074,South Turramurra,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
156,2074,Warrawee,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
157,2074,North Turramurra,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
158,2074,Turramurra,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
159,2075,St Ives Chase,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
160,2075,St Ives,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
161,2076,North Wahroonga,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
162,2076,Wahroonga,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
163,2076,Normanhurst,Ku-ring-gai,Hornsby,Northern Sydney,New South Wales
164,2077,Hornsby,Hornsby,Hornsby,Northern Sydney,New South Wales
165,2077,Asquith,Hornsby,Hornsby,Northern Sydney,New South Wales
166,2077,Hornsby Heights,Hornsby,Hornsby,Northern Sydney,New South Wales
167,2077,Waitara,Hornsby,Hornsby,Northern Sydney,New South Wales
168,2079,Mount Colah,Hornsby,Hornsby,Northern Sydney,New South Wales
169,2080,Mount Kuring-Gai,Hornsby,Hornsby,Northern Sydney,New South Wales
170,2081,Berowra,Hornsby,Hornsby,Northern Sydney,New South Wales
171,2081,Cowan,Hornsby,Hornsby,Northern Sydney,New South Wales
172,2082,Berowra Heights,Hornsby,Hornsby,Northern Sydney,New South Wales
173,2082,Berowra Waters,Hornsby,Hornsby,Northern Sydney,New South Wales
174,2082,Berowra Creek,Hornsby,Hornsby,Northern Sydney,New South Wales
175,2083,Dangar Island,Hornsby,Hornsby,Northern Sydney,New South Wales
176,2083,Mooney Mooney,Hornsby,Hornsby,Northern Sydney,New South Wales
177,2083,Cogra Bay,Hornsby,Hornsby,Northern Sydney,New South Wales
178,2083,Brooklyn,Hornsby,Hornsby,Northern Sydney,New South Wales
179,2083,Bar Point,Hornsby,Hornsby,Northern Sydney,New South Wales
180,2083,Cheero Point,Hornsby,Hornsby,Northern Sydney,New South Wales
181,2083,Milsons Passage,Hornsby,Hornsby,Northern Sydney,New South Wales
182,2084,Duffys Forest,Northern Beaches,Hornsby,Northern Sydney,New South Wales
183,2084,Terrey Hills,Northern Beaches,Hornsby,Northern Sydney,New South Wales
184,2084,Cottage Point,Northern Beaches,Hornsby,Northern Sydney,New South Wales
185,2085,Belrose West,Northern Beaches,Hornsby,Northern Sydney,New South Wales
186,2085,Belrose,Northern Beaches,Hornsby,Northern Sydney,New South Wales
187,2085,Davidson,Northern Beaches,Hornsby,Northern Sydney,New South Wales
188,2086,Frenchs Forest East,Northern Beaches,Hornsby,Northern Sydney,New South Wales
189,2086,Frenchs Forest,Northern Beaches,Hornsby,Northern Sydney,New South Wales
190,2087,Killarney Heights,Northern Beaches,Hornsby,Northern Sydney,New South Wales
191,2087,Forestville,Northern Beaches,Hornsby,Northern Sydney,New South Wales
192,2088,Mosman,Mosman,Hornsby,Northern Sydney,New South Wales
193,2088,Spit Junction,Mosman,Hornsby,Northern Sydney,New South Wales
194,2089,Kurraba Point,North Sydney,Hornsby,Northern Sydney,New South Wales
195,2089,Neutral Bay Junction,North Sydney,Hornsby,Northern Sydney,New South Wales
196,2089,Neutral Bay,North Sydney,Hornsby,Northern Sydney,New South Wales
197,2090,Cremorne Junction,North Sydney,Hornsby,Northern Sydney,New South Wales
198,2090,Cremorne Point,North Sydney,Hornsby,Northern Sydney,New South Wales
199,2090,Cremorne,North Sydney,Hornsby,Northern Sydney,New South Wales
200,2092,Seaforth,Northern Beaches,Hornsby,Northern Sydney,New South Wales
201,2093,Clontarf,Northern Beaches,Hornsby,Northern Sydney,New South Wales
202,2093,Balgowlah Heights,Northern Beaches,Hornsby,Northern Sydney,New South Wales
203,2093,Manly Vale,Northern Beaches,Hornsby,Northern Sydney,New South Wales
204,2093,North Balgowlah,Northern Beaches,Hornsby,Northern Sydney,New South Wales
205,2093,Balgowlah,Northern Beaches,Hornsby,Northern Sydney,New South Wales
206,2094,Fairlight,Northern Beaches,Hornsby,Northern Sydney,New South Wales
207,2095,Manly,Northern Beaches,Hornsby,Northern Sydney,New South Wales
208,2095,Manly East,Northern Beaches,Hornsby,Northern Sydney,New South Wales
209,2096,Curl Curl,Northern Beaches,Hornsby,Northern Sydney,New South Wales
210,2096,Harbord,Northern Beaches,Hornsby,Northern Sydney,New South Wales
211,2096,Queenscliff,Northern Beaches,Hornsby,Northern Sydney,New South Wales
212,2096,Freshwater,Northern Beaches,Hornsby,Northern Sydney,New South Wales
213,2097,Collaroy Beach,Northern Beaches,Hornsby,Northern Sydney,New South Wales
214,2097,Wheeler Heights,Northern Beaches,Hornsby,Northern Sydney,New South Wales
215,2097,Collaroy,Northern Beaches,Hornsby,Northern Sydney,New South Wales
216,2097,Collaroy Plateau,Northern Beaches,Hornsby,Northern Sydney,New South Wales
217,2099,North Curl Curl,Northern Beaches,Hornsby,Northern Sydney,New South Wales
218,2099,Wingala,Northern Beaches,Hornsby,Northern Sydney,New South Wales
219,2099,Cromer,Northern Beaches,Hornsby,Northern Sydney,New South Wales
220,2099,Narraweena,Northern Beaches,Hornsby,Northern Sydney,New South Wales
221,2099,Dee Why,Northern Beaches,Hornsby,Northern Sydney,New South Wales
222,2100,Brookvale,Northern Beaches,Hornsby,Northern Sydney,New South Wales
223,2100,Warringah Mall,Northern Beaches,Hornsby,Northern Sydney,New South Wales
224,2100,Beacon Hill,Northern Beaches,Hornsby,Northern Sydney,New South Wales
225,2100,Allambie,Northern Beaches,Hornsby,Northern Sydney,New South Wales
226,2100,Oxford Falls,Northern Beaches,Hornsby,Northern Sydney,New South Wales
227,2100,North Manly,Northern Beaches,Hornsby,Northern Sydney,New South Wales
228,2100,Allambie Heights,Northern Beaches,Hornsby,Northern Sydney,New South Wales
229,2101,Ingleside,Northern Beaches,Hornsby,Northern Sydney,New South Wales
230,2101,Elanora Heights,Northern Beaches,Hornsby,Northern Sydney,New South Wales
231,2101,Narrabeen,Northern Beaches,Hornsby,Northern Sydney,New South Wales
232,2101,North Narrabeen,Northern Beaches,Hornsby,Northern Sydney,New South Wales
233,2102,Warriewood,Northern Beaches,Hornsby,Northern Sydney,New South Wales
234,2102,Warriewood Shopping Square,Northern Beaches,Hornsby,Northern Sydney,New South Wales
235,2103,Mona Vale,Northern Beaches,Hornsby,Northern Sydney,New South Wales
236,2104,Bayview,Northern Beaches,Hornsby,Northern Sydney,New South Wales
237,2105,Elvina Bay,Northern Beaches,Hornsby,Northern Sydney,New South Wales
238,2105,Lovett Bay,Northern Beaches,Hornsby,Northern Sydney,New South Wales
239,2105,Scotland Island,Northern Beaches,Hornsby,Northern Sydney,New South Wales
240,2105,Mccarrs Creek,Northern Beaches,Hornsby,Northern Sydney,New South Wales
241,2105,Church Point,Northern Beaches,Hornsby,Northern Sydney,New South Wales
242,2105,Morning Bay,Northern Beaches,Hornsby,Northern Sydney,New South Wales
243,2106,Newport,Northern Beaches,Hornsby,Northern Sydney,New South Wales
244,2106,Newport Beach,Northern Beaches,Hornsby,Northern Sydney,New South Wales
245,2107,Bilgola,Northern Beaches,Hornsby,Northern Sydney,New South Wales
246,2107,Avalon Beach,Northern Beaches,Hornsby,Northern Sydney,New South Wales
247,2107,Careel Bay,Northern Beaches,Hornsby,Northern Sydney,New South Wales
248,2107,Bilgola Beach,Northern Beaches,Hornsby,Northern Sydney,New South Wales
249,2107,Clareville,Northern Beaches,Hornsby,Northern Sydney,New South Wales
250,2107,Bilgola Plateau,Northern Beaches,Hornsby,Northern Sydney,New South Wales
251,2107,Whale Beach,Northern Beaches,Hornsby,Northern Sydney,New South Wales
252,2108,Great Mackerel Beach,Northern Beaches,Hornsby,Northern Sydney,New South Wales
253,2108,Palm Beach,Northern Beaches,Hornsby,Northern Sydney,New South Wales
254,2108,Currawong Beach,Northern Beaches,Hornsby,Northern Sydney,New South Wales
255,2108,Coasters Retreat,Northern Beaches,Hornsby,Northern Sydney,New South Wales
256,2108,The Basin,Northern Beaches,Hornsby,Northern Sydney,New South Wales
257,2110,Woolwich,Hunters Hill,Hornsby,Northern Sydney,New South Wales
258,2110,Hunters Hill,Hunters Hill,Hornsby,Northern Sydney,New South Wales
259,2111,Henley,Hunters Hill,Hornsby,Northern Sydney,New South Wales
260,2111,Boronia Park,Hunters Hill,Hornsby,Northern Sydney,New South Wales
261,2111,Monash Park,Hunters Hill,Hornsby,Northern Sydney,New South Wales
262,2111,Gladesville,Hunters Hill,Hornsby,Northern Sydney,New South Wales
263,2111,Huntleys Cove,Hunters Hill,Hornsby,Northern Sydney,New South Wales
264,2111,Tennyson Point,Hunters Hill,Hornsby,Northern Sydney,New South Wales
265,2111,Huntleys Point,Hunters Hill,Hornsby,Northern Sydney,New South Wales
266,2112,Ryde,Ryde,Hornsby,Northern Sydney,New South Wales
267,2112,Putney,Ryde,Hornsby,Northern Sydney,New South Wales
268,2112,Denistone East,Ryde,Hornsby,Northern Sydney,New South Wales
269,2113,North Ryde,Ryde,Hornsby,Northern Sydney,New South Wales
270,2113,Blenheim Road,Ryde,Hornsby,Northern Sydney,New South Wales
271,2113,Macquarie Centre,Ryde,Hornsby,Northern Sydney,New South Wales
272,2113,East Ryde,Ryde,Hornsby,Northern Sydney,New South Wales
273,2113,Macquarie Park,Ryde,Hornsby,Northern Sydney,New South Wales
274,2114,Meadowbank,Ryde,Hornsby,Northern Sydney,New South Wales
275,2114,West Ryde,Ryde,Hornsby,Northern Sydney,New South Wales
276,2114,Denistone,Ryde,Hornsby,Northern Sydney,New South Wales
277,2114,Denistone West,Ryde,Hornsby,Northern Sydney,New South Wales
278,2114,Melrose Park,Ryde,Hornsby,Northern Sydney,New South Wales
279,2115,Ermington,Parramatta,Parramatta,Western Sydney,New South Wales
280,2116,Rydalmere,Parramatta,Parramatta,Western Sydney,New South Wales
281,2117,Oatlands,Parramatta,Parramatta,Western Sydney,New South Wales
282,2117,Dundas,Parramatta,Parramatta,Western Sydney,New South Wales
283,2117,Telopea,Parramatta,Parramatta,Western Sydney,New South Wales
284,2117,Dundas Valley,Parramatta,Parramatta,Western Sydney,New South Wales
285,2118,Carlingford North,Parramatta,Parramatta,Western Sydney,New South Wales
286,2118,Carlingford,Parramatta,Parramatta,Western Sydney,New South Wales
287,2118,Carlingford Court,Parramatta,Parramatta,Western Sydney,New South Wales
288,2118,Kingsdene,Parramatta,Parramatta,Western Sydney,New South Wales
289,2119,Cheltenham,Hornsby,Hornsby,Northern Sydney,New South Wales
290,2119,Beecroft,Hornsby,Hornsby,Northern Sydney,New South Wales
291,2120,Pennant Hills,Hornsby,Hornsby,Northern Sydney,New South Wales
292,2120,Thornleigh,Hornsby,Hornsby,Northern Sydney,New South Wales
293,2120,Westleigh,Hornsby,Hornsby,Northern Sydney,New South Wales
294,2121,Epping,Parramatta,Hornsby,Northern Sydney,New South Wales
295,2121,North Epping,Parramatta,Hornsby,Northern Sydney,New South Wales
296,2122,Marsfield,Ryde,Hornsby,Northern Sydney,New South Wales
297,2122,Eastwood,Ryde,Hornsby,Northern Sydney,New South Wales
298,2125,West Pennant Hills,Hills Shire,Parramatta,Western Sydney,New South Wales
299,2126,Cherrybrook,Hornsby,Hornsby,Northern Sydney,New South Wales
300,2127,Sydney Olympic Park,Parramatta,Parramatta,Western Sydney,New South Wales
301,2127,Wentworth Point,Parramatta,Parramatta,Western Sydney,New South Wales
302,2127,Homebush Bay,Parramatta,Parramatta,Western Sydney,New South Wales
303,2127,Newington,Parramatta,Parramatta,Western Sydney,New South Wales
304,2128,Silverwater,Parramatta,Parramatta,Western Sydney,New South Wales
305,2130,Summer Hill,Inner West,Camperdown,Sydney,New South Wales
306,2131,Ashfield,Inner West,Camperdown,Sydney,New South Wales
307,2132,Croydon,Burwood,Camperdown,Sydney,New South Wales
308,2133,Enfield South,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
309,2133,Croydon Park,Canterbury-Bankstown,Camperdown,Sydney,New South Wales
310,2134,Burwood North,Burwood,Camperdown,Sydney,New South Wales
311,2134,Burwood,Burwood,Camperdown,Sydney,New South Wales
312,2135,Strathfield,Strathfield,Camperdown,Sydney,New South Wales
313,2136,Strathfield South,Strathfield,Camperdown,Sydney,New South Wales
314,2136,Burwood Heights,Strathfield,Camperdown,Sydney,New South Wales
315,2136,Enfield,Strathfield,Camperdown,Sydney,New South Wales
316,2137,Mortlake,Canada Bay,Camperdown,Sydney,New South Wales
317,2137,Breakfast Point,Canada Bay,Camperdown,Sydney,New South Wales
318,2137,Concord,Canada Bay,Camperdown,Sydney,New South Wales
319,2137,Cabarita,Canada Bay,Camperdown,Sydney,New South Wales
320,2137,North Strathfield,Canada Bay,Camperdown,Sydney,New South Wales
321,2138,Liberty Grove,Canada Bay,Camperdown,Sydney,New South Wales
322,2138,Rhodes,Canada Bay,Camperdown,Sydney,New South Wales
323,2138,Concord West,Canada Bay,Camperdown,Sydney,New South Wales
324,2140,Homebush,Strathfield,Camperdown,Sydney,New South Wales
325,2140,Homebush South,Strathfield,Camperdown,Sydney,New South Wales
326,2140,Homebush West,Strathfield,Camperdown,Sydney,New South Wales
327,2141,Rookwood,Cumberland,Parramatta,Western Sydney,New South Wales
328,2141,Lidcombe North,Cumberland,Parramatta,Western Sydney,New South Wales
329,2141,Berala,Cumberland,Parramatta,Western Sydney,New South Wales
330,2141,Lidcombe,Cumberland,Parramatta,Western Sydney,New South Wales
331,2142,Rosehill,Parramatta,Parramatta,Western Sydney,New South Wales
332,2142,South Granville,Parramatta,Parramatta,Western Sydney,New South Wales
333,2142,Granville,Parramatta,Parramatta,Western Sydney,New South Wales
334,2142,Camellia,Parramatta,Parramatta,Western Sydney,New South Wales
335,2142,Blaxcell,Parramatta,Parramatta,Western Sydney,New South Wales
336,2142,Clyde,Parramatta,Parramatta,Western Sydney,New South Wales
337,2142,Holroyd,Parramatta,Parramatta,Western Sydney,New South Wales
338,2143,Birrong,Canterbury-Bankstown,Parramatta,Western Sydney,New South Wales
339,2143,Potts Hill,Canterbury-Bankstown,Parramatta,Western Sydney,New South Wales
340,2143,Regents Park,Canterbury-Bankstown,Parramatta,Western Sydney,New South Wales
341,2144,Auburn,Cumberland,Parramatta,Western Sydney,New South Wales
342,2145,Mays Hill,Cumberland,Parramatta,Western Sydney,New South Wales
343,2145,Constitution Hill,Cumberland,Parramatta,Western Sydney,New South Wales
344,2145,Pendle Hill,Cumberland,Parramatta,Western Sydney,New South Wales
345,2145,South Wentworthville,Cumberland,Parramatta,Western Sydney,New South Wales
346,2145,Greystanes,Cumberland,Parramatta,Western Sydney,New South Wales
347,2145,Pemulwuy,Cumberland,Parramatta,Western Sydney,New South Wales
348,2145,Girraween,Cumberland,Parramatta,Western Sydney,New South Wales
349,2145,Wentworthville,Cumberland,Parramatta,Western Sydney,New South Wales
350,2145,Westmead,Cumberland,Parramatta,Western Sydney,New South Wales
351,2146,Toongabbie East,Parramatta,Parramatta,Western Sydney,New South Wales
352,2146,Toongabbie,Parramatta,Parramatta,Western Sydney,New South Wales
353,2146,Old Toongabbie,Parramatta,Parramatta,Western Sydney,New South Wales
354,2147,Seven Hills,Blacktown,Parramatta,Western Sydney,New South Wales
355,2147,Lalor Park,Blacktown,Parramatta,Western Sydney,New South Wales
356,2147,Seven Hills West,Blacktown,Parramatta,Western Sydney,New South Wales
357,2147,Kings Langley,Blacktown,Parramatta,Western Sydney,New South Wales
358,2148,Arndell Park,Blacktown,Parramatta,Western Sydney,New South Wales
359,2148,Huntingwood,Blacktown,Parramatta,Western Sydney,New South Wales
360,2148,Blacktown Westpoint,Blacktown,Parramatta,Western Sydney,New South Wales
361,2148,Blacktown,Blacktown,Parramatta,Western Sydney,New South Wales
362,2148,Prospect,Blacktown,Parramatta,Western Sydney,New South Wales
363,2148,Marayong,Blacktown,Parramatta,Western Sydney,New South Wales
364,2148,Kings Park,Blacktown,Parramatta,Western Sydney,New South Wales
365,2150,Parramatta,Parramatta,Parramatta,Western Sydney,New South Wales
366,2150,Harris Park,Parramatta,Parramatta,Western Sydney,New South Wales
367,2150,Parramatta Westfield,Parramatta,Parramatta,Western Sydney,New South Wales
368,2151,North Parramatta,Parramatta,Parramatta,Western Sydney,New South Wales
369,2151,North Rocks,Parramatta,Parramatta,Western Sydney,New South Wales
