,Postcode Code,Postcode Name,Local Government Area,PHU,LHD,state_name
3672,2650,Brucedale,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3673,2650,Gelston Park,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3674,2650,Borambola,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3675,2650,Big Springs,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3676,2650,Estella,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3677,2650,Tatton,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3678,2650,Tolland,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3679,2650,Cartwrights Hill,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3680,2650,Bomen,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3681,2650,Pulletop,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3682,2650,East Wagga Wagga,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3683,2650,Glenfield Park,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3684,2650,Yathella,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3685,2650,Wagga Wagga,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3686,2650,Wantabadgery,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3687,2650,Mount Austin,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3688,2650,Eunanoreenya,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3689,2650,Oura,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3690,2650,Burrandana,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3691,2650,Galore,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3692,2650,Cookardinia,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3693,2650,Belfrayden,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3694,2650,Kyeamba,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3695,2650,Boorooma,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3696,2650,Currawarna,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3697,2650,Gregadoo,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3698,2650,Ashmont,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3699,2650,Lake Albert,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3700,2650,Maxwell,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3701,2650,Wallacetown,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3702,2650,Oberne Creek,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3703,2650,Yarragundry,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3704,2650,Springvale,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3705,2650,Turvey Park,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3706,2650,Downside,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3707,2650,Wagga Wagga South,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3708,2650,Gobbagombalin,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3709,2650,Bourkelands,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3710,2650,Book Book,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3711,2650,San Isidore,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3712,2650,Moorong,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3713,2650,Carabost,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3714,2650,Harefield,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3715,2650,Wagga Wagga BC,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3716,2650,Alfredtown,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3717,2650,Hillgrove,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3718,2650,Bulgary,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3719,2650,Rowan,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3720,2650,Lloyd,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3721,2650,Kooringal,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3722,2650,The Gap,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3723,2650,North Wagga Wagga,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3724,2650,Collingullie,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3725,2650,Euberta,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3726,2650,Brucedale,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3727,2650,Gelston Park,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3728,2650,Borambola,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3729,2650,Big Springs,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3730,2650,Estella,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3731,2650,Tatton,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3732,2650,Tolland,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3733,2650,Cartwrights Hill,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3734,2650,Bomen,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3735,2650,Pulletop,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3736,2650,East Wagga Wagga,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3737,2650,Glenfield Park,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3738,2650,Yathella,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3739,2650,Wagga Wagga,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3740,2650,Wantabadgery,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3741,2650,Mount Austin,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3742,2650,Eunanoreenya,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3743,2650,Oura,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3744,2650,Burrandana,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3745,2650,Galore,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3746,2650,Cookardinia,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3747,2650,Belfrayden,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3748,2650,Kyeamba,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3749,2650,Boorooma,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3750,2650,Currawarna,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3751,2650,Gregadoo,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3752,2650,Ashmont,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3753,2650,Lake Albert,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3754,2650,Maxwell,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3755,2650,Wallacetown,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3756,2650,Oberne Creek,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3757,2651,Forest Hill,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3758,2651,Wagga Wagga Raaf,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3759,2652,Matong,Carrathool,Albury,Murrumbidgee,New South Wales
3760,2652,Grong Grong,Carrathool,Albury,Murrumbidgee,New South Wales
3761,2652,Rosewood,Carrathool,Albury,Murrumbidgee,New South Wales
3762,2652,Mangoplah,Carrathool,Albury,Murrumbidgee,New South Wales
3763,2652,Old Junee,Carrathool,Albury,Murrumbidgee,New South Wales
3764,2652,Merriwagga,Carrathool,Albury,Murrumbidgee,New South Wales
3765,2652,Ladysmith,Carrathool,Albury,Murrumbidgee,New South Wales
3766,2652,Cowabbie,Carrathool,Albury,Murrumbidgee,New South Wales
3767,2652,Landervale,Carrathool,Albury,Murrumbidgee,New South Wales
3768,2652,Humula,Carrathool,Albury,Murrumbidgee,New South Wales
3769,2652,Tabbita,Carrathool,Albury,Murrumbidgee,New South Wales
3770,2652,Tarcutta,Carrathool,Albury,Murrumbidgee,New South Wales
3771,2652,Gumly Gumly,Carrathool,Albury,Murrumbidgee,New South Wales
3772,2652,Marrar,Carrathool,Albury,Murrumbidgee,New South Wales
3773,2652,Galore,Carrathool,Albury,Murrumbidgee,New South Wales
3774,2652,Boorga,Carrathool,Albury,Murrumbidgee,New South Wales
3775,2652,Boree Creek,Carrathool,Albury,Murrumbidgee,New South Wales
3776,2652,Murrulebale,Carrathool,Albury,Murrumbidgee,New South Wales
3777,2652,Uranquinty,Carrathool,Albury,Murrumbidgee,New South Wales
3778,2652,Goolgowi,Carrathool,Albury,Murrumbidgee,New South Wales
3779,2653,Burra,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3780,2653,Glenroy,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3781,2653,Paddys River,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3782,2653,Mannus,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3783,2653,Taradale,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3784,2653,Willigobung,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3785,2653,Munderoo,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3786,2653,Westdale,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3787,2653,Tumbarumba,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3788,2653,Maragle,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3789,2653,Courabyra,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3790,2655,French Park,Lockhart,Albury,Murrumbidgee,New South Wales
3791,2655,The Rock,Lockhart,Albury,Murrumbidgee,New South Wales
3792,2655,Tootool,Lockhart,Albury,Murrumbidgee,New South Wales
3793,2656,Brookdale,Lockhart,Albury,Murrumbidgee,New South Wales
3794,2656,Lockhart,Lockhart,Albury,Murrumbidgee,New South Wales
3795,2656,Urangeline,Lockhart,Albury,Murrumbidgee,New South Wales
3796,2656,Milbrulong,Lockhart,Albury,Murrumbidgee,New South Wales
3797,2656,Brookong,Lockhart,Albury,Murrumbidgee,New South Wales
3798,2656,Urangeline East,Lockhart,Albury,Murrumbidgee,New South Wales
3799,2656,Osborne,Lockhart,Albury,Murrumbidgee,New South Wales
3800,2656,Fargunyah,Lockhart,Albury,Murrumbidgee,New South Wales
3801,2658,Ryan,Lockhart,Albury,Murrumbidgee,New South Wales
3802,2658,Pleasant Hills,Lockhart,Albury,Murrumbidgee,New South Wales
3803,2658,Henty,Lockhart,Albury,Murrumbidgee,New South Wales
3804,2658,Munyabla,Lockhart,Albury,Murrumbidgee,New South Wales
3805,2659,Walla Walla,Greater Hume Shire,Albury,Murrumbidgee,New South Wales
3806,2659,Alma Park,Greater Hume Shire,Albury,Murrumbidgee,New South Wales
3807,2660,Morven,Greater Hume Shire,Albury,Murrumbidgee,New South Wales
3808,2660,Culcairn,Greater Hume Shire,Albury,Murrumbidgee,New South Wales
3809,2661,Kapooka,Wagga Wagga,Albury,Murrumbidgee,New South Wales
3810,2663,Erin Vale,Junee,Albury,Murrumbidgee,New South Wales
3811,2663,Eurongilly,Junee,Albury,Murrumbidgee,New South Wales
3812,2663,Wantiool,Junee,Albury,Murrumbidgee,New South Wales
3813,2663,Marinna,Junee,Albury,Murrumbidgee,New South Wales
3814,2663,Junee,Junee,Albury,Murrumbidgee,New South Wales
3815,2665,Binya,Bland,Albury,Murrumbidgee,New South Wales
3816,2665,Ardlethan,Bland,Albury,Murrumbidgee,New South Wales
3817,2665,Quandary,Bland,Albury,Murrumbidgee,New South Wales
3818,2665,Ariah Park,Bland,Albury,Murrumbidgee,New South Wales
3819,2665,Walleroobie,Bland,Albury,Murrumbidgee,New South Wales
3820,2665,Beckom,Bland,Albury,Murrumbidgee,New South Wales
3821,2665,Bectric,Bland,Albury,Murrumbidgee,New South Wales
3822,2665,Kamarah,Bland,Albury,Murrumbidgee,New South Wales
3823,2665,Tara,Bland,Albury,Murrumbidgee,New South Wales
3824,2665,Barellan,Bland,Albury,Murrumbidgee,New South Wales
3825,2665,Mirrool,Bland,Albury,Murrumbidgee,New South Wales
3826,2665,Moombooldool,Bland,Albury,Murrumbidgee,New South Wales
3827,2666,Springdale,Temora,Albury,Murrumbidgee,New South Wales
3828,2666,Narraburra,Temora,Albury,Murrumbidgee,New South Wales
3829,2666,Trungley Hall,Temora,Albury,Murrumbidgee,New South Wales
3830,2666,Sebastopol,Temora,Albury,Murrumbidgee,New South Wales
3831,2666,Gidginbung,Temora,Albury,Murrumbidgee,New South Wales
3832,2666,Temora,Temora,Albury,Murrumbidgee,New South Wales
3833,2666,Pucawan,Temora,Albury,Murrumbidgee,New South Wales
3834,2666,Dirnaseer,Temora,Albury,Murrumbidgee,New South Wales
3835,2666,Mimosa,Temora,Albury,Murrumbidgee,New South Wales
3836,2666,Morangarell,Temora,Albury,Murrumbidgee,New South Wales
3837,2666,Junee Reefs,Temora,Albury,Murrumbidgee,New South Wales
3838,2666,Reefton,Temora,Albury,Murrumbidgee,New South Wales
3839,2666,Grogan,Temora,Albury,Murrumbidgee,New South Wales
3840,2666,Combaning,Temora,Albury,Murrumbidgee,New South Wales
3841,2668,Barmedman,Bland,Albury,Murrumbidgee,New South Wales
3842,2669,Kikoira,Bland,Albury,Murrumbidgee,New South Wales
3843,2669,Ungarie,Bland,Albury,Murrumbidgee,New South Wales
3844,2669,Bygalorie,Bland,Albury,Murrumbidgee,New South Wales
3845,2669,Weethalle,Bland,Albury,Murrumbidgee,New South Wales
3846,2669,Girral,Bland,Albury,Murrumbidgee,New South Wales
3847,2669,Naradhan,Bland,Albury,Murrumbidgee,New South Wales
3848,2669,Erigolia,Bland,Albury,Murrumbidgee,New South Wales
3849,2669,Gubbata,Bland,Albury,Murrumbidgee,New South Wales
3850,2669,Tallimba,Bland,Albury,Murrumbidgee,New South Wales
3851,2669,Melbergen,Bland,Albury,Murrumbidgee,New South Wales
3852,2669,Rankins Springs,Bland,Albury,Murrumbidgee,New South Wales
3853,2669,Tullibigeal,Bland,Albury,Murrumbidgee,New South Wales
3854,2671,Back Creek,Bland,Albury,Murrumbidgee,New South Wales
3855,2671,Burcher,Bland,Albury,Murrumbidgee,New South Wales
3856,2671,Lake Cowal,Bland,Albury,Murrumbidgee,New South Wales
3857,2671,West Wyalong,Bland,Albury,Murrumbidgee,New South Wales
3858,2671,Wyalong,Bland,Albury,Murrumbidgee,New South Wales
3859,2671,North Yalgogrin,Bland,Albury,Murrumbidgee,New South Wales
3860,2671,Alleena,Bland,Albury,Murrumbidgee,New South Wales
3861,2672,Lake Cargelligo,Lachlan,Bathurst,Western NSW,New South Wales
3862,2672,Curlew Waters,Lachlan,Bathurst,Western NSW,New South Wales
3863,2672,Murrin Bridge,Lachlan,Bathurst,Western NSW,New South Wales
3864,2672,Burgooney,Lachlan,Bathurst,Western NSW,New South Wales
3865,2675,Roto,Carrathool,Albury,Murrumbidgee,New South Wales
3866,2675,Lake Brewster,Carrathool,Albury,Murrumbidgee,New South Wales
3867,2675,Monia Gap,Carrathool,Albury,Murrumbidgee,New South Wales
3868,2675,Hillston,Carrathool,Albury,Murrumbidgee,New South Wales
3869,2675,Wallanthery,Carrathool,Albury,Murrumbidgee,New South Wales
3870,2680,Benerembah,Griffith,Albury,Murrumbidgee,New South Wales
3871,2680,Kooba,Griffith,Albury,Murrumbidgee,New South Wales
3872,2680,Widgelli,Griffith,Albury,Murrumbidgee,New South Wales
3873,2680,Tharbogang,Griffith,Albury,Murrumbidgee,New South Wales
3874,2680,Lake Wyangan,Griffith,Albury,Murrumbidgee,New South Wales
3875,2680,Griffith DC,Griffith,Albury,Murrumbidgee,New South Wales
3876,2680,Griffith,Griffith,Albury,Murrumbidgee,New South Wales
3877,2680,Hanwood,Griffith,Albury,Murrumbidgee,New South Wales
3878,2680,Beelbangera,Griffith,Albury,Murrumbidgee,New South Wales
3879,2680,Warburn,Griffith,Albury,Murrumbidgee,New South Wales
3880,2680,Willbriggie,Griffith,Albury,Murrumbidgee,New South Wales
3881,2680,Yoogali,Griffith,Albury,Murrumbidgee,New South Wales
3882,2680,Griffith East,Griffith,Albury,Murrumbidgee,New South Wales
3883,2680,Bilbul,Griffith,Albury,Murrumbidgee,New South Wales
3884,2680,Nericon,Griffith,Albury,Murrumbidgee,New South Wales
3885,2680,Warrawidgee,Griffith,Albury,Murrumbidgee,New South Wales
3886,2681,Yenda,Griffith,Albury,Murrumbidgee,New South Wales
3887,2681,Myall Park,Griffith,Albury,Murrumbidgee,New South Wales
3888,2700,Corobimilla,Narrandera,Albury,Murrumbidgee,New South Wales
3889,2700,Euroley,Narrandera,Albury,Murrumbidgee,New South Wales
3890,2700,Cudgel,Narrandera,Albury,Murrumbidgee,New South Wales
3891,2700,Bundure,Narrandera,Albury,Murrumbidgee,New South Wales
3892,2700,Narrandera,Narrandera,Albury,Murrumbidgee,New South Wales
3893,2700,Gillenbah,Narrandera,Albury,Murrumbidgee,New South Wales
3894,2700,Morundah,Narrandera,Albury,Murrumbidgee,New South Wales
3895,2700,Sandigo,Narrandera,Albury,Murrumbidgee,New South Wales
3896,2700,Colinroobie,Narrandera,Albury,Murrumbidgee,New South Wales
3897,2701,Rannock,Coolamon,Albury,Murrumbidgee,New South Wales
3898,2701,Methul,Coolamon,Albury,Murrumbidgee,New South Wales
3899,2701,Berry Jerry,Coolamon,Albury,Murrumbidgee,New South Wales
3900,2701,Coolamon,Coolamon,Albury,Murrumbidgee,New South Wales
3901,2702,Ganmain,Coolamon,Albury,Murrumbidgee,New South Wales
3902,2703,Yanco,Leeton,Albury,Murrumbidgee,New South Wales
3903,2705,Corbie Hill,Leeton,Albury,Murrumbidgee,New South Wales
3904,2705,Whitton,Leeton,Albury,Murrumbidgee,New South Wales
3905,2705,Wamoon,Leeton,Albury,Murrumbidgee,New South Wales
3906,2705,Merungle Hill,Leeton,Albury,Murrumbidgee,New South Wales
3907,2705,Murrami,Leeton,Albury,Murrumbidgee,New South Wales
3908,2705,Leeton,Leeton,Albury,Murrumbidgee,New South Wales
3909,2705,Stanbridge,Leeton,Albury,Murrumbidgee,New South Wales
3910,2705,Brobenah,Leeton,Albury,Murrumbidgee,New South Wales
3911,2705,Gogeldrie,Leeton,Albury,Murrumbidgee,New South Wales
3912,2706,Darlington Point,Murrumbidgee,Albury,Murrumbidgee,New South Wales
3913,2707,Argoon,Murrumbidgee,Albury,Murrumbidgee,New South Wales
3914,2707,Coleambally,Murrumbidgee,Albury,Murrumbidgee,New South Wales
3915,2710,Wanganella,Edward River,Albury,Murrumbidgee,New South Wales
3916,2710,Barratta,Edward River,Albury,Murrumbidgee,New South Wales
3917,2710,Coree,Edward River,Albury,Murrumbidgee,New South Wales
3918,2710,Moira,Edward River,Albury,Murrumbidgee,New South Wales
3919,2710,Hartwood,Edward River,Albury,Murrumbidgee,New South Wales
3920,2710,Morago,Edward River,Albury,Murrumbidgee,New South Wales
3921,2710,Bullatale,Edward River,Albury,Murrumbidgee,New South Wales
3922,2710,Mayrung,Edward River,Albury,Murrumbidgee,New South Wales
3923,2710,Willurah,Edward River,Albury,Murrumbidgee,New South Wales
3924,2710,Warragoon,Edward River,Albury,Murrumbidgee,New South Wales
3925,2710,Gulpa,Edward River,Albury,Murrumbidgee,New South Wales
3926,2710,Booroorban,Edward River,Albury,Murrumbidgee,New South Wales
3927,2710,Steam Plains,Edward River,Albury,Murrumbidgee,New South Wales
3928,2710,Pretty Pine,Edward River,Albury,Murrumbidgee,New South Wales
3929,2710,Mathoura,Edward River,Albury,Murrumbidgee,New South Wales
3930,2710,Wakool,Edward River,Albury,Murrumbidgee,New South Wales
3931,2710,Wandook,Edward River,Albury,Murrumbidgee,New South Wales
3932,2710,Birganbigil,Edward River,Albury,Murrumbidgee,New South Wales
3933,2710,Caldwell,Edward River,Albury,Murrumbidgee,New South Wales
3934,2710,Moonbria,Edward River,Albury,Murrumbidgee,New South Wales
3935,2710,Deniliquin,Edward River,Albury,Murrumbidgee,New South Wales
3936,2710,Stud Park,Edward River,Albury,Murrumbidgee,New South Wales
3937,2710,Calimo,Edward River,Albury,Murrumbidgee,New South Wales
3938,2710,Lindifferon,Edward River,Albury,Murrumbidgee,New South Wales
3939,2710,Conargo,Edward River,Albury,Murrumbidgee,New South Wales
3940,2711,Hay,Hay,Albury,Murrumbidgee,New South Wales
3941,2711,Oxley,Hay,Albury,Murrumbidgee,New South Wales
3942,2711,Maude,Hay,Albury,Murrumbidgee,New South Wales
3943,2711,Yanga,Hay,Albury,Murrumbidgee,New South Wales
3944,2711,Gunbar,Hay,Albury,Murrumbidgee,New South Wales
3945,2711,Keri Keri,Hay,Albury,Murrumbidgee,New South Wales
3946,2711,Carrathool,Hay,Albury,Murrumbidgee,New South Wales
3947,2711,Booligal,Hay,Albury,Murrumbidgee,New South Wales
3948,2711,Hay South,Hay,Albury,Murrumbidgee,New South Wales
3949,2711,One Tree,Hay,Albury,Murrumbidgee,New South Wales
3950,2711,Clare,Hay,Albury,Murrumbidgee,New South Wales
3951,2711,Corrong,Hay,Albury,Murrumbidgee,New South Wales
3952,2711,Waugorah,Hay,Albury,Murrumbidgee,New South Wales
3953,2712,Boomanoomana,Berrigan,Albury,Murrumbidgee,New South Wales
3954,2712,Berrigan,Berrigan,Albury,Murrumbidgee,New South Wales
3955,2713,Myrtle Park,Berrigan,Albury,Murrumbidgee,New South Wales
3956,2713,Blighty,Berrigan,Albury,Murrumbidgee,New South Wales
3957,2713,Logie Brae,Berrigan,Albury,Murrumbidgee,New South Wales
3958,2713,Finley,Berrigan,Albury,Murrumbidgee,New South Wales
3959,2714,Tuppal,Murray River,Albury,Murrumbidgee,New South Wales
3960,2714,Tocumwal,Murray River,Albury,Murrumbidgee,New South Wales
3961,2714,Aratula,Murray River,Albury,Murrumbidgee,New South Wales
3962,2714,Pine Lodge,Murray River,Albury,Murrumbidgee,New South Wales
3963,2715,Mungo,Wentworth,Broken Hill,Far West,New South Wales
3964,2715,Hatfield,Wentworth,Broken Hill,Far West,New South Wales
3965,2715,Balranald,Wentworth,Broken Hill,Far West,New South Wales
3966,2715,Kyalite,Wentworth,Broken Hill,Far West,New South Wales
3967,2715,Arumpo,Wentworth,Broken Hill,Far West,New South Wales
3968,2716,Mabins Well,Murrumbidgee,Albury,Murrumbidgee,New South Wales
3969,2716,Four Corners,Murrumbidgee,Albury,Murrumbidgee,New South Wales
3970,2716,Mairjimmy,Murrumbidgee,Albury,Murrumbidgee,New South Wales
3971,2716,Gala Vale,Murrumbidgee,Albury,Murrumbidgee,New South Wales
3972,2716,Jerilderie,Murrumbidgee,Albury,Murrumbidgee,New South Wales
3973,2717,Dareton,Wentworth,Broken Hill,Far West,New South Wales
3974,2717,Coomealla,Wentworth,Broken Hill,Far West,New South Wales
3975,2720,Jones Bridge,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3976,2720,Goobarragandra,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3977,2720,Gocup,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3978,2720,Bombowlee Creek,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3979,2720,Little River,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3980,2720,Wyangle,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3981,2720,Wermatong,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3982,2720,Windowie,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3983,2720,Tumut Plains,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3984,2720,Bogong Peaks Wilderness,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3985,2720,Wereboldera,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3986,2720,Killimicat,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3987,2720,Buddong,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3988,2720,Gilmore,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3989,2720,Tumorrama,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3990,2720,Talbingo,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3991,2720,Yarrangobilly,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3992,2720,Argalong,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3993,2720,Mundongo,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3994,2720,Minjary,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3995,2720,Tumut,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3996,2720,Red Hill,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3997,2720,Gadara,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3998,2720,Couragago,Snowy Valleys,Albury,Murrumbidgee,New South Wales
3999,2720,Blowering,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4000,2720,Lacmalac,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4001,2720,Pinbeyan,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4002,2720,Bombowlee,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4003,2721,Quandialla,Bland,Bathurst,Western NSW,New South Wales
4004,2721,Bland,Bland,Bathurst,Western NSW,New South Wales
4005,2722,Muttama,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4006,2722,Nangus,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4007,2722,Jones Creek,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4008,2722,Burra Creek,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4009,2722,Brungle,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4010,2722,Gundagai,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4011,2722,South Gundagai,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4012,2722,Darbalara,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4013,2722,Brungle Creek,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4014,2725,Stockinbingal,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4015,2726,Cooneys Creek,Hilltops,Goulburn,Southern NSW,New South Wales
4016,2726,Jugiong,Hilltops,Goulburn,Southern NSW,New South Wales
4017,2727,Gobarralong,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4018,2727,Adjungbilly,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4019,2727,Coolac,Cootamundra-Gundagai Regional,Albury,Murrumbidgee,New South Wales
4020,2729,Yaven Creek,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4021,2729,Wondalga,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4022,2729,Mount Adrah,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4023,2729,Ellerslie,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4024,2729,Bangadang,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4025,2729,Sharps Creek,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4026,2729,Darlow,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4027,2729,Grahamstown,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4028,2729,Mundarlo,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4029,2729,Adelong,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4030,2729,Black Creek,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4031,2729,Califat,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4032,2729,Cooleys Creek,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4033,2729,Sandy Gully,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4034,2729,Mount Horeb,Snowy Valleys,Albury,Murrumbidgee,New South Wales
4035,2729,Westwood,Snowy Valleys,Albury,Murrumbidgee,New South Wales
